Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank
S01004294,300,Moray,Moray - IZ Fifteen,Elgin,695,444,8.41,5089,6,40,4958,7,30,4624,-0.48,4522,-0.59,4764,9.48,5018,3.04,5818,697,1037
S01004295,300,Moray,Moray - IZ Sixteen,Elgin,770,385,17.26,3186,12,90,3174,13,50,2756,0.25,2526,-0.12,3505,8.46,5248,12.71,3814,415,2281
S01004296,300,Moray,Moray - IZ Fifteen,Elgin,863,480,5.86,5707,6,50,4894,4,15,5811,-0.58,4800,-1.3,6042,4.94,5904,3.17,5791,641,1232
S01004297,300,Moray,Moray - IZ Sixteen,Elgin,726,421,17.92,3085,12,90,3087,10,45,3387,-0.08,3445,0.29,2499,31.61,1002,18.26,2903,561,1571
S01004298,300,Moray,Moray - IZ Nine,Elgin,1170,686,11.07,4478,6,70,4804,5,35,5442,-0.44,4442,-1.06,5758,11.94,4344,66.36,283,118,5196
S01004299,300,Moray,Moray - IZ Seventeen,Elgin,511,351,22.4,2389,14,75,2580,14,50,2585,0.05,3092,0.29,2496,21.71,1988,0.35,6451,4114,15
S01004300,300,Moray,Moray - IZ Sixteen,Elgin,516,315,31.46,1473,21,105,1498,21,65,1296,0.67,1466,0.07,3016,12.91,4080,7.05,4942,2111,67
S01004301,300,Moray,Moray - IZ Fourteen,Garmouth,751,474,10.43,4632,5,35,5199,5,25,5214,-0.61,4863,-0.85,5398,9.62,4982,65.92,290,,6329
S01004302,300,Moray,Moray - IZ Fifteen,Elgin,664,345,5.3,5865,3,20,5853,5,15,5379,-1.15,5913,-1.3,6040,3.15,6238,26.99,1877,149,4781
S01004303,300,Moray,Moray - IZ Sixteen,Elgin,541,318,34.99,1221,21,115,1447,20,65,1421,0.85,1077,0.77,1367,16.34,3131,28.53,1722,908,598
S01004304,300,Moray,Moray - IZ Sixteen,Elgin,785,506,29.09,1674,17,135,2028,18,95,1743,0.48,1929,0.65,1626,27.83,1286,28.92,1686,656,1183
S01004305,300,Moray,Moray - IZ Seventeen,Elgin,610,383,12.44,4155,9,50,4028,10,40,3464,-0.15,3624,0.03,3125,12.88,4095,3.29,5749,288,3256
S01004306,300,Moray,Moray - IZ Eighteen,Elgin,570,309,17.88,3092,13,75,2831,14,45,2603,0.42,2068,-0.24,3823,11.81,4388,8.47,4622,254,3548
S01004307,300,Moray,Moray - IZ Eight,Kinloss,990,723,8.07,5165,4,45,5407,1,10,6468,-1.14,5904,-0.68,5024,17.71,2782,56.39,499,140,4882
S01004308,300,Moray,Moray - IZ Seventeen,Elgin,886,518,15.41,3517,11,95,3359,10,55,3505,-0.05,3367,0.13,2864,16.16,3172,14.85,3433,364,2627
S01004309,300,Moray,Moray - IZ Eighteen,Elgin,810,425,4.91,5964,3,25,5841,4,20,5799,-0.87,5455,-1.39,6136,2.23,6368,28.2,1742,,6073
S01004310,300,Moray,Moray - IZ Eighteen,Elgin,702,472,15.33,3541,10,70,3620,12,60,3008,-0.07,3423,-0.06,3340,13.38,3951,15.98,3255,349,2752
S01004311,300,Moray,Moray - IZ Seventeen,Elgin,1045,665,16.89,3238,12,130,3060,11,75,3163,0.07,3019,0.08,2999,12.26,4267,18.69,2839,302,3132
S01004312,300,Moray,Moray - IZ Eight,Findhorn,635,387,10.43,4634,9,60,3844,5,15,5392,-1.31,6127,-0.6,4788,15.32,3394,48.14,690,,6399
S01004313,300,Moray,Moray - IZ Nineteen,Lhanbryde,1317,823,11.18,4452,6,85,4718,4,35,5596,-0.26,3918,-0.66,4979,9.52,5009,59.87,420,129,5048
S01004314,300,Moray,Moray - IZ Fourteen,Portgordon,776,438,16.87,3245,11,85,3358,10,45,3449,-0.41,4331,0.04,3084,13.23,3992,44.44,810,248,3612
S01004315,300,Moray,Moray - IZ Eighteen,Elgin,514,297,11.34,4401,9,45,3905,7,20,4372,-0.27,3961,-0.08,3391,8.26,5288,14.48,3507,229,3825
S01004316,300,Moray,Moray - IZ Eighteen,Elgin,402,265,7.11,5405,6,25,4920,2,5,6346,-0.56,4742,-0.84,5359,0.75,6487,35.99,1225,,5389
S01004317,300,Moray,Moray - IZ Twenty,Buckie,1050,544,10.75,4554,8,80,4247,8,45,3997,-0.24,3877,-0.59,4761,7.13,5495,10.8,4174,472,1948
S01004318,300,Moray,Moray - IZ Twenty,Buckie,540,275,20.98,2600,19,100,1757,14,35,2556,0.05,3090,0.39,2246,15.47,3355,5.46,5272,182,4359
S01004319,300,Moray,Moray - IZ Fourteen,Garmouth,914,546,10.82,4535,5,50,5006,5,25,5471,-0.64,4951,-0.67,5002,10.78,4669,66.53,276,95,5514
S01004320,300,Moray,Moray - IZ Twenty,Buckie,793,466,15.62,3479,13,105,2892,11,55,3191,-0.09,3464,0.13,2872,12.75,4137,5.27,5314,295,3199
S01004321,300,Moray,Moray - IZ Twenty One,Buckie,683,348,32.38,1401,21,145,1410,20,70,1515,0.32,2355,0.99,901,20.38,2223,13.1,3743,969,506
S01004322,300,Moray,Moray - IZ Twenty,Buckie,902,533,16.79,3258,13,115,2946,14,80,2457,-0.27,3938,-0.09,3416,10.82,4658,10.18,4279,363,2637
S01004323,300,Moray,Moray - IZ Twenty One,Buckie,621,334,22.18,2413,19,115,1789,13,40,2848,-0.15,3613,0.23,2629,11.57,4459,5.98,5169,1336,229
S01004324,300,Moray,Moray - IZ Twenty One,Buckie,742,427,27.95,1774,19,145,1673,15,65,2286,0.39,2176,0.96,971,16.37,3120,19.16,2784,511,1770
S01004325,300,Moray,Moray - IZ Twenty,Buckie,1003,637,12.5,4143,10,100,3623,8,55,3990,-0.22,3786,-0.27,3915,10.9,4640,2.44,5955,698,1034
S01004326,300,Moray,Moray - IZ Thirteen,Portknockie,750,433,11.8,4304,8,55,4287,8,35,4120,-0.49,4556,-0.49,4513,4.6,5976,36.11,1219,220,3897
S01004327,300,Moray,Moray - IZ Twenty One,Buckie,742,462,11.21,4439,7,50,4526,6,30,4711,-0.99,5670,-0.1,3434,13.43,3941,29.81,1619,480,1915
S01004328,300,Moray,Moray - IZ Twenty One,Buckie,597,358,14.71,3681,10,60,3649,10,35,3419,-0.27,3937,0.03,3120,7.65,5394,19.83,2695,421,2243
S01004329,300,Moray,Moray - IZ Thirteen,Cullen,490,257,9.82,4781,9,45,3766,7,20,4377,-0.71,5099,-0.19,3693,7.63,5398,5.93,5182,269,3418
S01004330,300,Moray,Moray - IZ Twenty Two,Burghead,1228,726,15.31,3544,9,110,3931,10,75,3382,-0.31,4060,-0.14,3570,10.79,4664,42.98,864,173,4471
S01004331,300,Moray,Moray - IZ Thirteen,Cullen,499,240,11.35,4399,10,50,3658,8,20,4176,-0.46,4487,-0.05,3322,14.06,3736,7.9,4758,262,3478
S01004332,300,Moray,Moray - IZ Thirteen,Findochty,531,309,11.33,4403,7,35,4556,6,20,4979,-0.83,5371,0.12,2918,13.74,3853,35.95,1228,246,3643
S01004333,300,Moray,Moray - IZ Thirteen,Findochty,507,296,15.16,3583,11,55,3440,8,25,4001,-0.37,4247,0.06,3050,11.68,4426,32.85,1424,381,2507
S01004334,300,Moray,Moray - IZ Twenty Two,Hopeman,2565,2009,6.23,5623,1,30,6439,1,30,6451,-1.55,6323,-0.88,5459,5.7,5768,56.2,503,167,4549
S01004335,300,Moray,Moray - IZ Thirteen,Portknockie,473,282,17.06,3214,14,70,2607,9,30,3749,-0.57,4765,0.41,2200,20.42,2214,23.9,2208,270,3401
S01004336,300,Moray,Moray - IZ Twenty Two,Burghead,945,623,11.43,4385,8,75,4180,8,55,4036,-0.38,4275,0.12,2897,12.46,4207,11.69,3991,204,4088
S01004337,300,Moray,Moray - IZ Twenty Three,Lossiemouth,700,418,16.6,3296,10,75,3496,9,40,3782,-0.14,3590,0.64,1634,23.86,1698,19.49,2744,250,3595
S01004338,300,Moray,Moray - IZ Twenty Two,Hopeman,681,418,10.57,4600,9,60,3945,8,35,4106,-0.72,5122,-0.44,4376,13.51,3921,23.38,2266,,5932
S01004339,300,Moray,Moray - IZ Twenty Two,Hopeman,844,484,5.43,5826,6,45,4972,4,15,5912,-0.89,5487,-0.68,5010,5.97,5716,16.39,3187,113,5264
S01004340,300,Moray,Moray - IZ Twenty Four,Lossiemouth,501,319,18.41,3001,12,60,3077,13,40,2633,-0.02,3294,0.38,2254,19.76,2345,15.22,3376,258,3515
S01004341,300,Moray,Moray - IZ Twenty Four,Lossiemouth,578,387,18.64,2966,15,85,2564,12,45,3062,0.1,2918,0.44,2135,14.33,3657,14.94,3421,167,4552
S01004342,300,Moray,Moray - IZ Twenty Four,Lossiemouth,715,469,5.92,5687,4,30,5413,3,15,6161,-0.12,3550,-0.75,5176,8.42,5259,13.41,3697,202,4112
S01004343,300,Moray,Moray - IZ Twenty Four,Lossiemouth,576,341,18.24,3031,11,60,3405,12,40,3045,-0.12,3545,0.48,2057,15.36,3387,11.07,4108,896,616
S01004344,300,Moray,Moray - IZ Twenty Three,Lossiemouth,710,437,14.18,3802,10,70,3613,11,45,3359,-0.19,3725,0.21,2674,12.35,4241,5.36,5298,389,2455
S01004345,300,Moray,Moray - IZ Twenty Four,Lossiemouth,1045,655,11.51,4371,10,105,3600,8,55,4076,-0.65,4965,-0.04,3268,9.56,4998,14.48,3509,165,4583
S01004346,300,Moray,Moray - IZ Twenty Three,Lossiemouth,472,282,18.91,2922,15,70,2504,10,25,3647,0.03,3151,0.68,1550,28.11,1255,6.88,4988,412,2297
S01004347,300,Moray,Moray - IZ Twenty Three,Lossiemouth,819,509,4.97,5946,5,35,5345,4,20,5907,-0.49,4555,-0.76,5186,6.66,5591,7.85,4771,215,3962
S01004348,300,Moray,Moray - IZ Twenty Three,Lossiemouth,566,381,9.4,4875,6,35,4880,8,30,4287,-0.27,3944,-0.24,3836,15.17,3440,3.8,5638,389,2458
S01004349,310,North Ayrshire,North Ayrshire - Arran,Whiting Bay,851,472,17,3225,8,70,4062,8,40,4068,-0.3,4046,-0.34,4113,31.23,1022,79.95,120,,6126
S01004350,310,North Ayrshire,North Ayrshire - Arran,Whiting Bay,623,317,11.57,4358,8,50,4198,5,20,5326,-0.38,4270,-0.87,5434,22.85,1813,53.37,556,106,5366
S01004351,310,North Ayrshire,North Ayrshire - Arran,Lamlash,566,309,16.32,3345,12,65,3185,11,35,3320,0.35,2257,0.24,2603,18.31,2642,4.82,5409,211,4000
S01004352,310,North Ayrshire,North Ayrshire - Arran,Lamlash,608,330,9.31,4894,4,25,5378,5,15,5568,-0.11,3523,-0.51,4578,17.15,2920,36.37,1203,138,4916
S01004353,310,North Ayrshire,North Ayrshire - Arran,Brodick,904,525,8.72,5017,6,50,4908,5,25,5552,-0.24,3856,-0.45,4410,18.61,2569,20.31,2638,291,3237
S01004354,310,North Ayrshire,North Ayrshire - Springside and Rural,Irvine,647,397,18.93,2918,11,70,3349,11,40,3347,0.06,3050,0.11,2930,7.16,5493,47.85,696,399,2390
S01004355,310,North Ayrshire,North Ayrshire - Irvine Tarryholme,Irvine,562,377,18.02,3072,15,80,2554,12,45,2983,-0.1,3503,-0.07,3351,15.4,3378,23.44,2258,261,3488
S01004356,310,North Ayrshire,North Ayrshire - Dreghorn,Irvine,939,566,25.1,2084,17,165,1998,16,90,2151,0.71,1394,0.5,2006,10.69,4697,18.61,2854,163,4608
S01004357,310,North Ayrshire,North Ayrshire - Irvine Tarryholme,Irvine,852,519,5.76,5741,3,25,6079,3,15,6009,-1.03,5735,-1.02,5714,2.45,6333,31.73,1496,372,2577
S01004358,310,North Ayrshire,North Ayrshire - Dreghorn,Irvine,702,457,7.24,5370,4,25,5743,6,25,5031,-0.64,4939,-0.08,3390,6.46,5637,11.96,3948,295,3194
S01004359,310,North Ayrshire,North Ayrshire - Dreghorn,Irvine,495,321,25.08,2089,19,95,1712,15,45,2295,0.26,2486,0.83,1235,12.43,4219,15.28,3365,165,4579
S01004360,310,North Ayrshire,North Ayrshire - Dreghorn,Irvine,611,363,31.38,1480,20,125,1513,18,65,1719,1.05,745,0.79,1308,17.13,2923,8.11,4708,423,2234
S01004361,310,North Ayrshire,North Ayrshire - Dreghorn,Irvine,738,458,18.7,2954,10,75,3495,11,50,3140,0.86,1056,0.18,2743,13.51,3921,7.37,4870,348,2754
S01004362,310,North Ayrshire,North Ayrshire - Irvine Fullarton,Irvine,569,327,50.12,491,30,170,494,31,100,359,1.22,511,1.19,592,22.3,1893,3.84,5626,403,2366
S01004363,310,North Ayrshire,North Ayrshire - Irvine Fullarton,Irvine,924,532,74.72,57,43,400,47,44,235,36,1.88,86,1.47,283,21.57,2008,4.63,5448,608,1346
S01004364,310,North Ayrshire,North Ayrshire - Irvine Fullarton,Irvine,838,585,56.32,319,27,230,715,34,200,193,1.92,79,0.53,1925,17.7,2785,26.03,1972,1516,158
S01004365,310,North Ayrshire,North Ayrshire - Irvine Broomlands,Irvine,687,459,43.5,744,25,175,907,24,110,912,1.4,332,0.94,1005,8.1,5312,26.88,1886,640,1236
S01004366,310,North Ayrshire,North Ayrshire - Springside and Rural,Springside,586,374,29.81,1622,19,110,1747,17,65,1850,0.64,1557,0.9,1094,20.65,2163,24.37,2150,333,2882
S01004367,310,North Ayrshire,North Ayrshire - Irvine Broomlands,Irvine,815,503,28.93,1693,22,185,1249,16,75,2187,0.54,1770,0.73,1459,9.04,5120,21.29,2518,353,2717
S01004368,310,North Ayrshire,North Ayrshire - Irvine Fullarton,Irvine,465,275,60.4,224,36,170,190,36,100,149,1.77,117,0.57,1839,23.84,1700,11.52,4032,574,1513
S01004369,310,North Ayrshire,North Ayrshire - Irvine Broomlands,Irvine,697,465,27.86,1783,21,145,1443,14,65,2477,0.56,1726,0.65,1614,11.95,4341,24.9,2091,471,1953
S01004370,310,North Ayrshire,North Ayrshire - Irvine Tarryholme,Irvine,702,443,10.37,4655,8,55,4252,8,35,4109,-0.41,4345,-0.29,3985,9.82,4929,13.89,3610,231,3802
S01004371,310,North Ayrshire,North Ayrshire - Irvine Broomlands,Irvine,669,454,39.71,931,25,170,941,22,100,1166,1.27,462,0.74,1442,15.77,3277,19.98,2679,748,900
S01004372,310,North Ayrshire,North Ayrshire - Arran,Brodick,1027,616,11.97,4262,5,55,5047,5,30,5417,-0.83,5367,-0.99,5654,25.68,1513,81.91,93,,6487
S01004373,310,North Ayrshire,North Ayrshire - Springside and Rural,Springside,608,368,55.9,330,32,195,379,27,100,575,1.54,236,1.69,135,20.57,2186,19.48,2746,372,2578
S01004374,310,North Ayrshire,North Ayrshire - Irvine Central,Irvine,688,406,35.6,1182,24,165,1081,21,85,1263,1.09,681,0.38,2265,17.5,2826,11.07,4109,923,573
S01004375,310,North Ayrshire,North Ayrshire - Irvine Bourtreehill,Irvine,616,391,33.59,1313,23,140,1199,20,80,1452,0.66,1502,0.65,1611,14.3,3664,25.72,2005,711,992
S01004376,310,North Ayrshire,North Ayrshire - Irvine Bourtreehill,Irvine,893,557,37.37,1082,26,230,901,21,120,1262,0.83,1116,0.96,977,12.46,4211,22.38,2379,457,2031
S01004377,310,North Ayrshire,North Ayrshire - Irvine Central,Irvine,738,489,37.76,1048,26,195,816,21,100,1312,0.73,1344,0.71,1486,17.91,2744,6.48,5076,2497,47
S01004378,310,North Ayrshire,North Ayrshire - Irvine Tarryholme,Irvine,900,531,25.11,2081,18,160,1883,15,80,2238,0.79,1199,0.14,2842,7.01,5522,21.5,2486,260,3493
S01004379,310,North Ayrshire,North Ayrshire - Irvine Bourtreehill,Irvine,881,540,36.6,1131,24,215,1032,21,110,1300,1.2,526,0.61,1733,14.18,3702,10.08,4302,757,884
S01004380,310,North Ayrshire,North Ayrshire - Irvine Central,Irvine,604,382,54.11,379,31,190,404,32,120,297,1.18,553,1.18,599,22.3,1894,10.57,4216,955,523
S01004381,310,North Ayrshire,North Ayrshire - Irvine Girdle Toll and Staneca,Irvine,766,510,29.99,1601,20,150,1579,18,95,1715,0.87,1046,0.49,2035,6.62,5605,17.63,3005,622,1294
S01004382,310,North Ayrshire,North Ayrshire - Irvine East,Irvine,624,375,35.91,1164,23,145,1154,24,90,840,1.03,766,0.27,2540,13.25,3989,22.07,2421,263,3470
S01004383,310,North Ayrshire,North Ayrshire - Irvine East,Irvine,799,474,20.41,2685,16,125,2332,13,60,2735,0.51,1855,0.06,3040,19.36,2419,15.67,3310,140,4890
S01004384,310,North Ayrshire,North Ayrshire - Irvine East,Irvine,590,348,31.03,1503,23,135,1222,19,65,1555,0.78,1224,0.52,1952,18.36,2629,12.29,3888,426,2222
S01004385,310,North Ayrshire,North Ayrshire - Irvine Girdle Toll and Staneca,Irvine,759,514,20.31,2695,16,125,2183,14,70,2474,0.13,2848,-0.02,3238,9.28,5064,23.25,2283,134,4988
S01004386,310,North Ayrshire,North Ayrshire - Irvine Central,Irvine,980,518,15.2,3571,12,115,3206,9,50,3784,0.42,2086,-0.48,4478,7.54,5420,13.54,3681,454,2054
S01004387,310,North Ayrshire,North Ayrshire - Irvine East,Irvine,897,557,31.25,1492,21,190,1427,18,100,1745,1.12,637,0.33,2388,14.46,3619,19.2,2776,434,2166
S01004388,310,North Ayrshire,North Ayrshire - Irvine Castlepark South,Irvine,651,379,69.28,111,36,235,198,33,125,226,2.24,25,1.69,132,22.59,1848,5.7,5223,1772,104
S01004389,310,North Ayrshire,North Ayrshire - Irvine Girdle Toll and Staneca,Irvine,598,396,16.14,3378,12,75,3029,11,40,3270,0.12,2877,0.01,3162,9.7,4964,11.61,4014,357,2682
S01004390,310,North Ayrshire,North Ayrshire - Irvine Castlepark South,Irvine,788,492,39.71,933,26,205,867,24,120,909,1.11,659,0.91,1066,18.08,2702,5.43,5283,562,1570
S01004391,310,North Ayrshire,North Ayrshire - Irvine Girdle Toll and Staneca,Irvine,525,326,9.36,4886,7,35,4468,6,20,4842,-0.13,3564,-1.11,5821,3.88,6117,26.38,1935,155,4709
S01004392,310,North Ayrshire,North Ayrshire - Irvine Girdle Toll and Staneca,Irvine,749,471,29.98,1602,19,145,1700,20,90,1517,0.91,985,0.48,2044,15.12,3448,20.16,2655,311,3060
S01004393,310,North Ayrshire,North Ayrshire - Irvine Castlepark South,Irvine,811,494,40.96,869,26,210,878,27,130,624,1,823,0.76,1379,18.22,2675,8.09,4712,661,1167
S01004394,310,North Ayrshire,North Ayrshire - Irvine Castlepark South,Irvine,731,445,54.76,360,35,255,242,31,135,362,1.37,356,1.07,755,12.58,4177,5.58,5243,708,1003
S01004395,310,North Ayrshire,North Ayrshire - Irvine Castlepark North,Irvine,546,328,49.71,507,30,160,543,31,100,343,1.19,542,0.89,1112,20.75,2143,2.57,5934,1162,328
S01004396,310,North Ayrshire,North Ayrshire - Irvine Perceton and Lawthorn,Irvine,764,475,27.5,1822,21,155,1497,17,80,1933,0.43,2048,0.49,2042,12.92,4077,29.25,1659,177,4412
S01004397,310,North Ayrshire,North Ayrshire - Irvine Perceton and Lawthorn,Irvine,847,570,7.22,5379,5,45,5075,6,30,4994,-0.42,4363,-0.62,4856,5.74,5764,16.4,3185,120,5174
S01004398,310,North Ayrshire,North Ayrshire - Irvine Girdle Toll and Staneca,Irvine,809,474,18.21,3039,16,130,2301,12,60,3019,0.12,2871,0.16,2803,19.13,2467,6.31,5117,243,3671
S01004399,310,North Ayrshire,North Ayrshire - Irvine Castlepark North,Irvine,452,276,54.76,359,33,150,326,34,90,211,1.12,636,0.98,934,16.77,3026,5.67,5229,1043,424
S01004400,310,North Ayrshire,North Ayrshire - Irvine Castlepark North,Irvine,563,337,26.5,1929,19,105,1767,12,40,2930,0.37,2213,0.85,1202,21.33,2049,34.28,1324,333,2887
S01004401,310,North Ayrshire,North Ayrshire - Irvine Perceton and Lawthorn,Irvine,1134,782,11.1,4469,6,70,4833,7,55,4514,-0.38,4250,-0.37,4184,4.82,5934,40.8,969,138,4929
S01004402,310,North Ayrshire,North Ayrshire - Irvine Castlepark North,Irvine,886,477,41.04,861,25,220,946,23,110,1022,1.25,489,0.95,979,14.13,3717,23.88,2213,497,1829
S01004403,310,North Ayrshire,North Ayrshire - Stevenston Ardeer,Kilwinning,478,326,25.04,2094,17,80,2073,18,60,1762,0.15,2798,-0.04,3271,7.95,5340,21.7,2463,965,512
S01004404,310,North Ayrshire,North Ayrshire - Irvine Perceton and Lawthorn,Irvine,682,463,11.7,4327,6,40,4922,9,40,3864,0.43,2043,-0.59,4757,7.32,5465,18.94,2805,105,5384
S01004405,310,North Ayrshire,North Ayrshire - Irvine Perceton and Lawthorn,Irvine,794,513,21.24,2563,13,105,2802,15,75,2325,0.75,1280,-0.05,3324,14.42,3631,19.35,2760,116,5234
S01004406,310,North Ayrshire,North Ayrshire - Stevenston Ardeer,Ardrossan,893,549,63.91,171,38,335,144,32,175,289,1.65,172,1.2,578,20.6,2175,36.06,1221,704,1015
S01004407,310,North Ayrshire,North Ayrshire - Stevenston Ardeer,Ardrossan,655,423,51.74,441,31,200,452,32,135,267,1.21,515,0.67,1568,12.14,4305,21.48,2492,834,733
S01004408,310,North Ayrshire,North Ayrshire - Springside and Rural,Irvine,1401,877,13.95,3850,6,90,4697,8,75,4052,-0.03,3322,-0.24,3838,11.36,4527,50.64,624,136,4960
S01004409,310,North Ayrshire,North Ayrshire - Arran,Brodick,618,368,12.49,4147,6,40,4713,3,10,6240,-0.12,3547,-0.36,4158,21.92,1956,69.03,242,,6080
S01004410,310,North Ayrshire,North Ayrshire - Irvine Castlepark North,Irvine,984,552,43.96,723,27,270,727,22,125,1073,1.27,461,0.93,1040,15.5,3344,37.6,1133,607,1353
S01004411,310,North Ayrshire,North Ayrshire - Stevenston Ardeer,Ardrossan,530,319,35.03,1218,25,135,908,23,70,1057,0.58,1684,0.29,2487,17.52,2824,6.79,5007,1255,268
S01004412,310,North Ayrshire,North Ayrshire - Saltcoats Central,Ardrossan,903,560,37.71,1053,22,200,1287,24,135,836,1.17,570,0.4,2216,18.16,2689,4.91,5391,1224,285
S01004413,310,North Ayrshire,North Ayrshire - Saltcoats Central,Ardrossan,681,403,57.33,287,36,245,197,33,135,225,1.75,132,0.42,2179,22.73,1832,3.62,5678,694,1048
S01004414,310,North Ayrshire,North Ayrshire - Saltcoats Central,Ardrossan,697,457,69.46,109,37,260,155,44,205,34,2.01,56,0.64,1655,29.06,1189,1.31,6226,2953,28
S01004415,310,North Ayrshire,North Ayrshire - Stevenston North West,Ardrossan,607,375,50.21,484,27,165,754,30,115,416,1.52,254,1.12,677,17.89,2746,1.97,6072,1206,296
S01004416,310,North Ayrshire,North Ayrshire - Saltcoats North West,Ardrossan,693,395,26.05,1975,22,155,1260,18,75,1684,0.48,1941,-0.19,3702,12.59,4174,3.83,5628,443,2115
S01004417,310,North Ayrshire,North Ayrshire - Saltcoats Central,Ardrossan,738,481,68.26,120,42,310,62,37,180,106,1.32,400,1.35,391,20.16,2265,11.14,4090,909,597
S01004418,310,North Ayrshire,North Ayrshire - Stevenston North West,Ardrossan,880,509,29.76,1624,21,185,1405,17,90,1826,0.74,1313,0.34,2364,15.02,3475,14.81,3444,851,699
S01004419,310,North Ayrshire,North Ayrshire - Stevenston North West,Ardrossan,781,429,27.29,1846,18,140,1875,19,85,1540,0.92,959,0.33,2393,11.92,4352,1.02,6289,396,2407
S01004420,310,North Ayrshire,North Ayrshire - Saltcoats North West,Ardrossan,709,440,14.02,3834,8,55,4152,11,50,3138,0.38,2196,-0.62,4861,5.03,5893,9.17,4500,499,1822
S01004421,310,North Ayrshire,North Ayrshire - Ardrossan Central,Ardrossan,795,461,82.29,21,47,375,24,49,230,14,2.22,29,1.64,171,23.73,1718,11.24,4077,1422,193
S01004422,310,North Ayrshire,North Ayrshire - Stevenston North West,Ardrossan,564,291,46.68,629,28,160,661,34,100,213,0.8,1191,0.49,2024,11.75,4400,0.71,6363,1342,228
S01004423,310,North Ayrshire,North Ayrshire - Ardrossan Central,Ardrossan,766,450,27.78,1792,19,145,1742,20,95,1408,0.78,1229,-0.2,3725,10.93,4629,15.63,3318,514,1755
S01004424,310,North Ayrshire,North Ayrshire - Kilwinning West and Blacklan,Kilwinning,667,402,69,114,36,240,187,36,140,153,2.11,40,1.65,165,21.26,2063,13.62,3659,695,1045
S01004425,310,North Ayrshire,North Ayrshire - Saltcoats North West,Ardrossan,601,373,12.97,4049,9,55,3893,10,40,3623,-0.24,3844,-0.15,3579,7.9,5351,8.79,4567,578,1493
S01004426,310,North Ayrshire,North Ayrshire - Stevenston North West,Ardrossan,515,282,18.14,3051,11,60,3234,17,50,1905,0.2,2667,-0.27,3917,9.3,5059,7.57,4831,317,3008
S01004427,310,North Ayrshire,North Ayrshire - Stevenston Hayocks,Ardrossan,657,422,50.33,480,29,190,613,34,145,214,1.21,524,0.83,1236,18.85,2523,3.16,5796,841,720
S01004428,310,North Ayrshire,North Ayrshire - Stevenston Hayocks,Ardrossan,802,506,43.18,764,30,240,541,23,115,962,1.33,399,0.7,1517,17.72,2778,2.29,5998,921,576
S01004429,310,North Ayrshire,North Ayrshire - Saltcoats North East,Ardrossan,808,487,47.61,586,31,245,464,25,120,780,1.06,725,1.36,378,20.53,2193,7.13,4925,734,932
S01004430,310,North Ayrshire,North Ayrshire - Saltcoats North East,Ardrossan,464,302,27.03,1868,19,85,1784,19,55,1616,0.74,1307,0.12,2886,13.67,3875,11.02,4120,509,1785
S01004431,310,North Ayrshire,North Ayrshire - Ardrossan Central,Ardrossan,644,438,68.85,117,39,250,114,43,190,42,1.59,209,0.96,967,21.99,1949,5.84,5200,1590,140
S01004432,310,North Ayrshire,North Ayrshire - Stevenston Hayocks,Ardrossan,979,594,31.72,1454,22,215,1309,20,115,1518,0.59,1668,0.87,1150,12.99,4062,4.97,5377,806,777
S01004433,310,North Ayrshire,North Ayrshire - Saltcoats North East,Ardrossan,888,528,29.56,1640,21,190,1415,16,90,1998,0.85,1068,0.63,1670,15.7,3295,13.89,3611,429,2193
S01004434,310,North Ayrshire,North Ayrshire - Kilwinning West and Blacklan,Kilwinning,805,522,32.56,1390,23,185,1156,19,105,1539,1.04,750,0.33,2398,16.56,3076,17.25,3057,393,2423
S01004435,310,North Ayrshire,North Ayrshire - Ardrossan North West,Ardrossan,693,454,23.37,2275,16,110,2255,19,85,1565,0.31,2380,-0.16,3595,12.77,4122,13.17,3737,489,1861
S01004436,310,North Ayrshire,North Ayrshire - Kilwinning Pennyburn,Kilwinning,756,441,28.87,1696,22,165,1347,16,70,2027,0.61,1610,0.54,1908,16.19,3166,18.33,2894,528,1691
S01004437,310,North Ayrshire,North Ayrshire - Stevenston Hayocks,Ardrossan,811,467,47.35,604,32,265,344,24,115,855,1.12,650,0.94,1004,19.65,2365,12.82,3797,970,503
S01004438,310,North Ayrshire,North Ayrshire - Kilwinning Pennyburn,Kilwinning,599,374,36.49,1139,23,135,1202,23,85,968,1.02,783,0.79,1300,17.4,2855,9.27,4474,512,1768
S01004439,310,North Ayrshire,North Ayrshire - Saltcoats North East,Ardrossan,660,399,38.85,981,28,185,647,22,90,1131,0.36,2233,1.05,795,21.14,2086,17.07,3081,664,1155
