Data Zone,Local Authority Code,Police Force Area,SIMD Crime 2012 rank,SIMD Crime 2012 count,"SIMD Crimes per 10,000 total population",,Notes
S01001262,180,Tayside,5492,9,96,,
S01002622,250,Fife,5493,73,96,,
S01001917,230,Lothian and Borders,5494,7,96,,
S01005095,340,Tayside,5495,14,96,,
S01001714,220,Strathclyde,5496,7,96,,
S01002604,250,Fife,5497,9,96,,
S01004864,320,Strathclyde,5498,5,96,,
S01002565,240,Central,5499,8,96,,
S01002123,230,Lothian and Borders,5500,11,96,,
S01004629,320,Strathclyde,5501,8,96,,
S01000957,170,Dumfries & Galloway,5502,5,96,,
S01000848,150,Central,5503,6,96,,
S01000034,100,Grampian,5504,12,96,,
S01005097,340,Tayside,5505,8,96,,
S01000430,110,Grampian,5506,5,96,,
S01005304,350,Strathclyde,5507,6,95,,
S01003835,270,Northern,5508,5,95,,
S01005299,350,Strathclyde,5509,5,95,,
S01001677,220,Strathclyde,5510,8,95,,
S01004206,290,Lothian and Borders,5511,6,95,,
S01003951,270,Northern,5512,5,95,,
S01006338,400,Lothian and Borders,5513,7,95,,
S01004319,300,Grampian,5514,9,95,,
S01001540,200,Strathclyde,5515,8,95,,
S01002333,230,Lothian and Borders,5516,7,95,,
S01005224,350,Strathclyde,5517,7,95,,
S01000045,100,Grampian,5518,5,94,,
S01001719,220,Strathclyde,5519,7,94,,
S01006499,400,Lothian and Borders,5520,8,94,,
S01001763,220,Strathclyde,5521,8,94,,
S01006331,400,Lothian and Borders,5522,6,94,,
S01006448,400,Lothian and Borders,5523,8,94,,
S01004582,320,Strathclyde,5524,5,94,,
S01006248,395,Strathclyde,5525,8,94,,
S01000253,100,Grampian,5526,7,94,,
S01000938,170,Dumfries & Galloway,5527,7,94,,
S01002432,240,Central,5528,14,93,,
S01000928,170,Dumfries & Galloway,5529,9,93,,
S01004040,280,Strathclyde,5530,6,93,,
S01001557,210,Lothian and Borders,5531,9,93,,
S01004214,290,Lothian and Borders,5532,6,93,,
S01001488,200,Strathclyde,5533,8,93,,
S01000485,110,Grampian,5534,9,93,,
S01005096,340,Tayside,5535,6,93,,
S01000412,110,Grampian,5536,7,93,,
S01001533,200,Strathclyde,5537,8,93,,
S01000340,110,Grampian,5538,10,93,,
S01001940,230,Lothian and Borders,5539,7,93,,
S01006088,390,Central,5540,7,92,,
S01006264,395,Strathclyde,5541,8,92,,
S01005900,380,Strathclyde,5542,6,92,,
S01000335,110,Grampian,5543,6,92,,
S01000514,110,Grampian,5544,8,92,,
S01000379,110,Grampian,5545,7,92,,
S01000550,110,Grampian,5546,,,,
S01005804,380,Strathclyde,5547,34,92,,
S01005692,380,Strathclyde,5548,6,92,,
S01005572,370,Strathclyde,5549,7,92,,
S01004565,320,Strathclyde,5550,8,92,,
S01000176,100,Grampian,5551,7,92,,
S01005061,340,Tayside,5552,9,92,,
S01000397,110,Grampian,5553,8,92,,
S01002797,250,Fife,5554,7,92,,
S01002921,250,Fife,5555,6,92,,
S01001266,180,Tayside,5556,7,91,,
S01002613,250,Fife,5557,8,91,,
S01004112,280,Strathclyde,5558,8,91,,
S01002980,250,Fife,5559,7,91,,
S01005662,370,Strathclyde,5560,5,91,,
S01001573,210,Lothian and Borders,5561,6,91,,
S01005875,380,Strathclyde,5562,7,91,,
S01000721,130,Strathclyde,5563,6,91,,
S01000720,130,Strathclyde,5564,7,91,,
S01006366,400,Lothian and Borders,5565,6,91,,
S01004998,340,Tayside,5566,10,90,,
S01005111,340,Tayside,5567,5,90,,
S01003873,270,Northern,5568,10,90,,
S01002928,250,Fife,5569,5,90,,
S01001703,220,Strathclyde,5570,7,90,,
S01000582,120,Tayside,5571,6,90,,
S01005408,355,Lothian and Borders,5572,5,90,,
S01002353,235,Northern,5573,7,90,,
S01006348,400,Lothian and Borders,5574,5,90,,
S01005471,355,Lothian and Borders,5575,7,90,,
S01002035,230,Lothian and Borders,5576,6,89,,
S01006074,390,Central,5577,6,89,,
S01001442,200,Strathclyde,5578,6,89,,
S01001730,220,Strathclyde,5579,6,89,,
S01000805,130,Strathclyde,5580,7,89,,
S01004499,310,Strathclyde,5581,6,89,,
S01004703,320,Strathclyde,5582,9,89,,
S01000598,120,Tayside,5583,10,89,,
S01004121,290,Lothian and Borders,5584,5,89,,
S01000807,130,Strathclyde,5585,8,89,,
S01006302,400,Lothian and Borders,5586,8,89,,
S01003788,270,Northern,5587,6,89,,
S01001680,220,Strathclyde,5588,5,89,,
S01000586,120,Tayside,5589,6,89,,
S01000241,100,Grampian,5590,6,89,,
S01004524,310,Strathclyde,5591,5,88,,
S01006018,380,Strathclyde,5592,9,88,,
S01006153,390,Central,5593,6,88,,
S01004162,290,Lothian and Borders,5594,15,88,,
S01006384,400,Lothian and Borders,5595,6,88,,
S01000505,110,Grampian,5596,7,88,,
S01002421,240,Central,5597,7,88,,
S01001154,180,Tayside,5598,6,88,,
S01000348,110,Grampian,5599,7,88,,
S01005384,355,Lothian and Borders,5600,8,87,,
S01006233,395,Strathclyde,5601,6,87,,
S01003946,270,Northern,5602,7,87,,
S01005000,340,Tayside,5603,5,87,,
S01004232,290,Lothian and Borders,5604,6,87,,
S01005980,380,Strathclyde,5605,5,87,,
S01003276,260,Strathclyde,5606,6,87,,
S01006175,390,Central,5607,7,87,,
S01002177,230,Lothian and Borders,5608,8,87,,
S01003612,260,Strathclyde,5609,8,87,,
S01002924,250,Fife,5610,6,86,,
S01001635,210,Lothian and Borders,5611,6,86,,
S01000790,130,Strathclyde,5612,5,86,,
S01006323,400,Lothian and Borders,5613,9,86,,
S01005363,355,Lothian and Borders,5614,6,86,,
S01002996,250,Fife,5615,22,86,,
S01003008,250,Fife,5616,8,86,,
S01005608,370,Strathclyde,5617,7,86,,
S01000310,110,Grampian,5618,8,86,,
S01000710,120,Tayside,5619,9,86,,
S01005629,370,Strathclyde,5620,7,86,,
S01006133,390,Central,5621,5,85,,
S01001952,230,Lothian and Borders,5622,6,85,,
S01002635,250,Fife,5623,5,85,,
S01005513,360,Northern,5624,7,85,,
S01004285,300,Grampian,5625,,,,
S01001665,210,Lothian and Borders,5626,7,85,,
S01000343,110,Grampian,5627,6,85,,
S01002727,250,Fife,5628,8,85,,
S01005740,380,Strathclyde,5629,6,85,,
S01001611,210,Lothian and Borders,5630,8,85,,
S01001484,200,Strathclyde,5631,7,85,,
S01003974,270,Northern,5632,6,85,,
S01001545,200,Strathclyde,5633,6,85,,
S01000020,100,Grampian,5634,9,85,,
S01003780,270,Northern,5635,9,85,,
S01000708,120,Tayside,5636,5,85,,
S01004195,290,Lothian and Borders,5637,5,85,,
S01002959,250,Fife,5638,8,85,,
S01006449,400,Lothian and Borders,5639,,,,
S01003996,270,Northern,5640,,,,
S01005465,355,Lothian and Borders,5641,6,85,,
S01003550,260,Strathclyde,5642,6,84,,
S01000306,110,Grampian,5643,8,84,,
S01000027,100,Grampian,5644,7,84,,
S01000425,110,Grampian,5645,6,84,,
S01001067,170,Dumfries & Galloway,5646,6,84,,
S01001875,230,Lothian and Borders,5647,7,84,,
S01000851,150,Central,5648,5,84,,
S01006150,390,Central,5649,8,84,,
S01002984,250,Fife,5650,6,84,,
S01004949,330,Northern,5651,6,83,,
S01001444,200,Strathclyde,5652,8,83,,
S01000799,130,Strathclyde,5653,14,83,,
S01001061,170,Dumfries & Galloway,5654,6,83,,
S01004927,320,Strathclyde,5655,7,83,,
S01001705,220,Strathclyde,5656,5,83,,
S01004127,290,Lothian and Borders,5657,7,83,,
S01001841,230,Lothian and Borders,5658,6,83,,
S01001554,210,Lothian and Borders,5659,8,83,,
S01000448,110,Grampian,5660,6,82,,
S01004975,340,Tayside,5661,6,82,,
S01001507,200,Strathclyde,5662,8,82,,
S01000014,100,Grampian,5663,8,82,,
S01006293,395,Strathclyde,5664,7,82,,
S01002388,240,Central,5665,6,82,,
S01005285,350,Strathclyde,5666,5,82,,
S01005241,350,Strathclyde,5667,7,82,,
S01002675,250,Fife,5668,7,82,,
S01002391,240,Central,5669,11,82,,
S01005702,380,Strathclyde,5670,5,82,,
S01001450,200,Strathclyde,5671,6,82,,
S01000950,170,Dumfries & Galloway,5672,7,82,,
S01002795,250,Fife,5673,5,82,,
S01005495,360,Northern,5674,6,82,,
S01001712,220,Strathclyde,5675,,,,
S01005409,355,Lothian and Borders,5676,5,82,,
S01000015,100,Grampian,5677,6,81,,
S01004968,330,Northern,5678,,,,
S01005175,350,Strathclyde,5679,6,81,,
S01002930,250,Fife,5680,5,81,,
S01005837,380,Strathclyde,5681,,,,
S01000531,110,Grampian,5682,5,81,,
S01006485,400,Lothian and Borders,5683,5,81,,
S01004856,320,Strathclyde,5684,9,81,,
S01002666,250,Fife,5685,11,81,,
S01000437,110,Grampian,5686,7,81,,
S01003939,270,Northern,5687,5,81,,
S01003667,260,Strathclyde,5688,7,81,,
S01004510,310,Strathclyde,5689,7,81,,
S01003588,260,Strathclyde,5690,5,81,,
S01000902,170,Dumfries & Galloway,5691,7,80,,
S01001972,230,Lothian and Borders,5692,6,80,,
S01002628,250,Fife,5693,6,80,,
S01005520,360,Northern,5694,8,80,,
S01005743,380,Strathclyde,5695,9,80,,
S01004848,320,Strathclyde,5696,5,80,,
S01002538,240,Central,5697,7,80,,
S01001947,230,Lothian and Borders,5698,7,80,,
S01001756,220,Strathclyde,5699,5,80,,
S01003059,260,Strathclyde,5700,7,80,,
S01006161,390,Central,5701,6,80,,
S01000822,130,Strathclyde,5702,,,,
S01001885,230,Lothian and Borders,5703,9,79,,
S01005673,380,Strathclyde,5704,5,79,,
S01006071,390,Central,5705,7,79,,
S01006158,390,Central,5706,7,79,,
S01001905,230,Lothian and Borders,5707,7,79,,
S01003846,270,Northern,5708,5,79,,
S01001945,230,Lothian and Borders,5709,6,79,,
S01006360,400,Lothian and Borders,5710,5,79,,
S01004490,310,Strathclyde,5711,5,79,,
S01001142,180,Tayside,5712,7,79,,
S01001578,210,Lothian and Borders,5713,5,79,,
S01005794,380,Strathclyde,5714,7,79,,
S01000792,130,Strathclyde,5715,5,79,,
S01000315,110,Grampian,5716,6,78,,
S01004999,340,Tayside,5717,7,78,,
S01005126,340,Tayside,5718,5,78,,
S01006145,390,Central,5719,9,78,,
S01001721,220,Strathclyde,5720,5,78,,
S01001683,220,Strathclyde,5721,6,78,,
S01005036,340,Tayside,5722,5,78,,
S01005063,340,Tayside,5723,,,,
S01006020,380,Strathclyde,5724,6,78,,
S01004115,280,Strathclyde,5725,6,78,,
S01005396,355,Lothian and Borders,5726,6,78,,
S01005797,380,Strathclyde,5727,8,78,,
S01002346,235,Northern,5728,7,77,,
S01005644,370,Strathclyde,5729,5,77,,
S01000596,120,Tayside,5730,6,77,,
S01004150,290,Lothian and Borders,5731,,,,
S01004235,300,Grampian,5732,5,77,,
S01004997,340,Tayside,5733,7,77,,
S01002968,250,Fife,5734,11,77,,
S01001698,220,Strathclyde,5735,,,,
S01005083,340,Tayside,5736,7,77,,
S01004962,330,Northern,5737,5,77,,
S01004526,310,Strathclyde,5738,5,77,,
S01004154,290,Lothian and Borders,5739,5,77,,
S01003914,270,Northern,5740,7,77,,
S01001999,230,Lothian and Borders,5741,6,77,,
S01002697,250,Fife,5742,7,77,,
S01002200,230,Lothian and Borders,5743,8,77,,
S01000427,110,Grampian,5744,5,77,,
S01001416,190,Strathclyde,5745,5,77,,
S01000302,110,Grampian,5746,5,77,,
S01002449,240,Central,5747,5,76,,
S01001528,200,Strathclyde,5748,7,76,,
S01000468,110,Grampian,5749,,,,
S01004508,310,Strathclyde,5750,5,76,,
S01001623,210,Lothian and Borders,5751,5,76,,
S01001181,180,Tayside,5752,6,76,,
S01002011,230,Lothian and Borders,5753,8,76,,
S01001800,230,Lothian and Borders,5754,7,76,,
S01003756,270,Northern,5755,6,76,,
S01005575,370,Strathclyde,5756,5,76,,
S01002172,230,Lothian and Borders,5757,5,76,,
S01001001,170,Dumfries & Galloway,5758,,,,
S01004993,340,Tayside,5759,5,76,,
S01001570,210,Lothian and Borders,5760,,,,
S01005716,380,Strathclyde,5761,,,,
S01002400,240,Central,5762,6,76,,
S01006356,400,Lothian and Borders,5763,5,76,,
S01000380,110,Grampian,5764,7,75,,
S01003700,260,Strathclyde,5765,7,75,,
S01002169,230,Lothian and Borders,5766,7,75,,
S01001734,220,Strathclyde,5767,,,,
S01003881,270,Northern,5768,6,75,,
S01000364,110,Grampian,5769,7,75,,
S01002523,240,Central,5770,5,75,,
S01001713,220,Strathclyde,5771,6,75,,
S01003746,270,Northern,5772,6,75,,
S01002596,250,Fife,5773,5,75,,
S01002888,250,Fife,5774,,,,
S01005522,370,Strathclyde,5775,5,75,,
S01002398,240,Central,5776,5,74,,
S01005440,355,Lothian and Borders,5777,9,74,,
S01003014,250,Fife,5778,5,74,,
S01003949,270,Northern,5779,,,,
S01005412,355,Lothian and Borders,5780,7,74,,
S01003799,270,Northern,5781,5,74,,
S01005385,355,Lothian and Borders,5782,8,74,,
S01001539,200,Strathclyde,5783,6,74,,
S01000618,120,Tayside,5784,6,74,,
S01005885,380,Strathclyde,5785,,,,
S01005258,350,Strathclyde,5786,7,74,,
S01000891,150,Central,5787,7,74,,
S01006282,395,Strathclyde,5788,5,74,,
S01001405,190,Strathclyde,5789,9,73,,
S01005610,370,Strathclyde,5790,,,,
S01005139,340,Tayside,5791,5,73,,
S01000572,120,Tayside,5792,5,73,,
S01005703,380,Strathclyde,5793,,,,
S01006458,400,Lothian and Borders,5794,7,73,,
S01002328,230,Lothian and Borders,5795,5,73,,
S01001486,200,Strathclyde,5796,6,73,,
S01005989,380,Strathclyde,5797,5,73,,
S01004530,320,Strathclyde,5798,,,,
S01005789,380,Strathclyde,5799,6,73,,
S01003006,250,Fife,5800,8,73,,
S01006176,390,Central,5801,,,,
S01005546,370,Strathclyde,5802,5,73,,
S01005468,355,Lothian and Borders,5803,7,72,,
S01000318,110,Grampian,5804,,,,
S01005410,355,Lothian and Borders,5805,8,72,,
S01000073,100,Grampian,5806,,,,
S01000410,110,Grampian,5807,5,72,,
S01000465,110,Grampian,5808,5,72,,
S01001435,200,Strathclyde,5809,7,72,,
S01001781,220,Strathclyde,5810,5,72,,
S01004988,340,Tayside,5811,,,,
S01003941,270,Northern,5812,,,,
S01002939,250,Fife,5813,,,,
S01000806,130,Strathclyde,5814,6,72,,
S01000415,110,Grampian,5815,6,72,,
S01006383,400,Lothian and Borders,5816,,,,
S01000238,100,Grampian,5817,,,,
S01005313,350,Strathclyde,5818,6,72,,
S01006337,400,Lothian and Borders,5819,10,72,,
S01005616,370,Strathclyde,5820,5,72,,
S01004892,320,Strathclyde,5821,5,72,,
S01002802,250,Fife,5822,,,,
S01005456,355,Lothian and Borders,5823,7,71,,
S01004602,320,Strathclyde,5824,6,71,,
S01000675,120,Tayside,5825,5,71,,
S01005423,355,Lothian and Borders,5826,7,71,,
S01000381,110,Grampian,5827,11,71,,
S01004043,280,Strathclyde,5828,5,71,,
S01006144,390,Central,5829,7,71,,
S01001040,170,Dumfries & Galloway,5830,5,71,,
S01005802,380,Strathclyde,5831,6,71,,
S01001081,170,Dumfries & Galloway,5832,5,71,,
S01005536,370,Strathclyde,5833,6,71,,
S01002688,250,Fife,5834,,,,
S01006489,400,Lothian and Borders,5835,6,70,,
S01001098,180,Tayside,5836,7,70,,
S01005584,370,Strathclyde,5837,,,,
S01001076,170,Dumfries & Galloway,5838,6,70,,
S01004473,310,Strathclyde,5839,7,70,,
S01000893,150,Central,5840,,,,
S01005307,350,Strathclyde,5841,6,70,,
S01005445,355,Lothian and Borders,5842,7,70,,
S01004688,320,Strathclyde,5843,5,70,,
S01001693,220,Strathclyde,5844,7,70,,
S01002612,250,Fife,5845,5,70,,
S01001411,190,Strathclyde,5846,,,,
S01006118,390,Central,5847,,,,
S01006362,400,Lothian and Borders,5848,5,70,,
S01002942,250,Fife,5849,,,,
S01005771,380,Strathclyde,5850,5,69,,
S01005023,340,Tayside,5851,10,69,,
S01005286,350,Strathclyde,5852,5,69,,
S01005406,355,Lothian and Borders,5853,,,,
S01006152,390,Central,5854,6,69,,
S01005301,350,Strathclyde,5855,6,69,,
S01005393,355,Lothian and Borders,5856,7,69,,
S01000474,110,Grampian,5857,,,,
S01003786,270,Northern,5858,6,69,,
S01000270,110,Grampian,5859,7,69,,
S01000258,100,Grampian,5860,5,69,,
S01001738,220,Strathclyde,5861,,,,
S01005496,360,Northern,5862,7,69,,
S01005773,380,Strathclyde,5863,6,69,,
S01000054,100,Grampian,5864,5,68,,
S01001290,190,Strathclyde,5865,,,,
S01000968,170,Dumfries & Galloway,5866,7,68,,
S01005146,340,Tayside,5867,6,68,,
S01003068,260,Strathclyde,5868,5,68,,
S01005273,350,Strathclyde,5869,5,68,,
S01005195,350,Strathclyde,5870,6,68,,
S01002644,250,Fife,5871,5,68,,
S01001634,210,Lothian and Borders,5872,7,68,,
S01001715,220,Strathclyde,5873,6,68,,
S01005190,350,Strathclyde,5874,6,68,,
S01004246,300,Grampian,5875,,,,
S01001012,170,Dumfries & Galloway,5876,5,68,,
S01000023,100,Grampian,5877,6,68,,
S01001846,230,Lothian and Borders,5878,6,68,,
S01000975,170,Dumfries & Galloway,5879,,,,
S01001688,220,Strathclyde,5880,6,67,,
S01005627,370,Strathclyde,5881,,,,
S01000360,110,Grampian,5882,,,,
S01004258,300,Grampian,5883,5,67,,
S01005092,340,Tayside,5884,,,,
S01003871,270,Northern,5885,5,67,,
S01005861,380,Strathclyde,5886,6,67,,
S01001005,170,Dumfries & Galloway,5887,6,66,,
S01002846,250,Fife,5888,7,66,,
S01004243,300,Grampian,5889,,,,
S01002029,230,Lothian and Borders,5890,5,66,,
S01000925,170,Dumfries & Galloway,5891,6,66,,
S01003866,270,Northern,5892,6,66,,
S01002693,250,Fife,5893,,,,
S01005473,355,Lothian and Borders,5894,6,66,,
S01004743,320,Strathclyde,5895,6,66,,
S01000435,110,Grampian,5896,,,,
S01002554,240,Central,5897,,,,
S01002908,250,Fife,5898,5,65,,
S01005319,350,Strathclyde,5899,,,,
S01001883,230,Lothian and Borders,5900,,,,
S01001640,210,Lothian and Borders,5901,,,,
S01003903,270,Northern,5902,5,65,,
S01000246,100,Grampian,5903,,,,
S01005131,340,Tayside,5904,6,65,,
S01001159,180,Tayside,5905,5,65,,
S01005821,380,Strathclyde,5906,,,,
S01004254,300,Grampian,5907,,,,
S01000350,110,Grampian,5908,7,64,,
S01005516,360,Northern,5909,,,,
S01000480,110,Grampian,5910,,,,
S01000831,130,Strathclyde,5911,6,64,,
S01001706,220,Strathclyde,5912,5,64,,
S01001929,230,Lothian and Borders,5913,11,64,,
S01004260,300,Grampian,5914,,,,
S01005004,340,Tayside,5915,6,64,,
S01001478,200,Strathclyde,5916,,,,
S01001911,230,Lothian and Borders,5917,5,64,,
S01004946,330,Northern,5918,,,,
S01002634,250,Fife,5919,5,64,,
S01006172,390,Central,5920,,,,
S01005937,380,Strathclyde,5921,,,,
S01005482,355,Lothian and Borders,5922,,,,
S01002627,250,Fife,5923,6,64,,
S01000575,120,Tayside,5924,,,,
S01005876,380,Strathclyde,5925,5,64,,
S01001695,220,Strathclyde,5926,5,64,,
S01004984,340,Tayside,5927,5,63,,
S01000404,110,Grampian,5928,,,,
S01005051,340,Tayside,5929,5,63,,
S01006473,400,Lothian and Borders,5930,5,63,,
S01003699,260,Strathclyde,5931,6,63,,
S01004338,300,Grampian,5932,,,,
S01000948,170,Dumfries & Galloway,5933,5,63,,
S01001675,220,Strathclyde,5934,,,,
S01003989,270,Northern,5935,5,63,,
S01005094,340,Tayside,5936,5,63,,
S01000974,170,Dumfries & Galloway,5937,7,63,,
S01004683,320,Strathclyde,5938,,,,
S01004082,280,Strathclyde,5939,6,63,,
S01005469,355,Lothian and Borders,5940,5,63,,
S01002461,240,Central,5941,,,,
S01002898,250,Fife,5942,6,63,,
S01003762,270,Northern,5943,6,63,,
S01001403,190,Strathclyde,5944,8,63,,
S01001833,230,Lothian and Borders,5945,7,63,,
S01005622,370,Strathclyde,5946,5,63,,
S01001679,220,Strathclyde,5947,6,63,,
S01005470,355,Lothian and Borders,5948,,,,
S01005112,340,Tayside,5949,6,63,,
S01006091,390,Central,5950,5,62,,
S01003957,270,Northern,5951,,,,
S01005941,380,Strathclyde,5952,,,,
S01006430,400,Lothian and Borders,5953,,,,
S01000976,170,Dumfries & Galloway,5954,,,,
S01000466,110,Grampian,5955,5,62,,
S01005291,350,Strathclyde,5956,,,,
S01005418,355,Lothian and Borders,5957,6,62,,
S01002589,250,Fife,5958,5,62,,
S01004922,320,Strathclyde,5959,,,,
S01000760,130,Strathclyde,5960,,,,
S01005706,380,Strathclyde,5961,,,,
S01006239,395,Strathclyde,5962,,,,
S01003959,270,Northern,5963,,,,
S01001461,200,Strathclyde,5964,5,61,,
S01000589,120,Tayside,5965,,,,
S01000255,100,Grampian,5966,,,,
S01002687,250,Fife,5967,6,61,,
S01000011,100,Grampian,5968,7,61,,
S01000640,120,Tayside,5969,,,,
S01004456,310,Strathclyde,5970,,,,
S01003952,270,Northern,5971,,,,
S01003864,270,Northern,5972,5,60,,
S01000637,120,Tayside,5973,,,,
S01001995,230,Lothian and Borders,5974,,,,
S01001790,230,Lothian and Borders,5975,,,,
S01004272,300,Grampian,5976,,,,
S01005109,340,Tayside,5977,8,60,,
S01004774,320,Strathclyde,5978,5,60,,
S01004923,320,Strathclyde,5979,6,60,,
S01005335,350,Strathclyde,5980,,,,
S01001764,220,Strathclyde,5981,,,,
S01003775,270,Northern,5982,5,60,,
S01000305,110,Grampian,5983,6,59,,
S01001404,190,Strathclyde,5984,5,59,,
S01000022,100,Grampian,5985,,,,
S01006324,400,Lothian and Borders,5986,,,,
S01006466,400,Lothian and Borders,5987,,,,
S01006232,395,Strathclyde,5988,6,59,,
S01005366,355,Lothian and Borders,5989,,,,
S01005552,370,Strathclyde,5990,5,59,,
S01001006,170,Dumfries & Galloway,5991,,,,
S01002602,250,Fife,5992,,,,
S01002329,230,Lothian and Borders,5993,,,,
S01001728,220,Strathclyde,5994,,,,
S01000754,130,Strathclyde,5995,,,,
S01001219,180,Tayside,5996,5,59,,
S01001775,220,Strathclyde,5997,5,59,,
S01006500,400,Lothian and Borders,5998,,,,
S01000299,110,Grampian,5999,7,59,,
S01000025,100,Grampian,6000,5,58,,
S01005565,370,Strathclyde,6001,,,,
S01000903,170,Dumfries & Galloway,6002,6,58,,
S01003770,270,Northern,6003,,,,
S01001786,220,Strathclyde,6004,,,,
S01005169,350,Strathclyde,6005,,,,
S01002337,230,Lothian and Borders,6006,5,58,,
S01002579,250,Fife,6007,5,58,,
S01006023,380,Strathclyde,6008,,,,
S01000174,100,Grampian,6009,6,58,,
S01005102,340,Tayside,6010,5,58,,
S01006154,390,Central,6011,,,,
S01003180,260,Strathclyde,6012,,,,
S01002600,250,Fife,6013,6,57,,
S01003844,270,Northern,6014,,,,
S01006116,390,Central,6015,5,57,,
S01004701,320,Strathclyde,6016,5,57,,
S01006015,380,Strathclyde,6017,,,,
S01002389,240,Central,6018,,,,
S01001417,190,Strathclyde,6019,5,57,,
S01000436,110,Grampian,6020,,,,
S01004489,310,Strathclyde,6021,5,57,,
S01001779,220,Strathclyde,6022,,,,
S01000382,110,Grampian,6023,5,57,,
S01003081,260,Strathclyde,6024,7,57,,
S01000912,170,Dumfries & Galloway,6025,,,,
S01004956,330,Northern,6026,5,56,,
S01001126,180,Tayside,6027,5,56,,
S01002789,250,Fife,6028,,,,
S01001535,200,Strathclyde,6029,5,56,,
S01002573,250,Fife,6030,,,,
S01006314,400,Lothian and Borders,6031,,,,
S01005361,350,Strathclyde,6032,5,56,,
S01000337,110,Grampian,6033,,,,
S01003964,270,Northern,6034,,,,
S01005098,340,Tayside,6035,,,,
S01001047,170,Dumfries & Galloway,6036,5,56,,
S01004099,280,Strathclyde,6037,,,,
S01003972,270,Northern,6038,,,,
S01005411,355,Lothian and Borders,6039,6,56,,
S01005238,350,Strathclyde,6040,,,,
S01000827,130,Strathclyde,6041,,,,
