id,postcode,latitude,longitude
1348635,DD12PX,56.467953030910000,-2.967196157668490
1348636,DD12PY,56.467617129164000,-2.967642079484840
1348637,DD12QA,56.466914307847700,-2.965595380845810
1348638,DD12QB,56.466959994416800,-2.966651527386740
1348639,DD12QD,56.467332211895600,-2.967310216323620
1348640,DD12QE,56.467392308279400,-2.967668821259080
1348641,DD12QF,56.467893929330100,-2.965555327402560
1348642,DD12QH,56.468081064612800,-2.966907254783670
1348643,DD12QN,56.467141245791900,-2.964140384595190
1348644,DD12QQ,56.468281212117800,-2.966587720495040
1348645,DD12QW,56.467379836780100,-2.963497203093800
1348646,DD12SH,56.464086281928800,-2.966481123327040
1348647,DD13AA,56.460430950963900,-2.968611467475480
1348648,DD13AD,56.460432343651200,-2.968432997302700
1348725,DD13AF,56.460863514351200,-2.968443973033250
1348726,DD13AH,56.459710686908900,-2.968804087189910
1348727,DD13AJ,56.459939550400100,-2.969410335388240
1348728,DD13AL,56.461349704387700,-2.957891813675980
1348729,DD13AN,56.459683612094300,-2.968819625213730
1348730,DD13AP,56.459878554258400,-2.970317524030670
1348731,DD13AQ,56.460545071991900,-2.967802981401520
1348732,DD13AR,56.459657536985500,-2.969857518383210
1348733,DD13AS,56.459657536985500,-2.969857518383210
1348734,DD13AT,56.459657536985500,-2.969857518383210
1348735,DD13AU,56.460638313874900,-2.958101091837770
1348736,DD13AW,56.460909887291300,-2.959000469524790
1348737,DD13AX,56.461273991866800,-2.957224554253290
1348738,DD13AY,56.461066980475300,-2.958436448226620
1348739,DD13BA,56.460517485353700,-2.969035594004320
1348740,DD13BB,56.459701450894000,-2.968836306947760
1348741,DD13BD,56.459939550400100,-2.969410335388240
1348742,DD13BF,56.462252644921300,-2.953808729596020
1348743,DD13BG,56.460517485353700,-2.969035594004320
1348744,DD13BH,56.460101582880600,-2.961284417618820
1348745,DD13BJ,56.459755401533800,-2.960740163814530
1348746,DD13BN,56.461509072980800,-2.954698866886600
1348747,DD13BP,56.460585896940100,-2.961394022038830
1348748,DD13BQ,56.461774672367600,-2.956377050558780
1348749,DD13BR,56.461837068574000,-2.954106648907400
1348750,DD13BS,56.459939550400100,-2.969410335388240
1348751,DD13BU,56.461750983390000,-2.954786079368090
1348752,DD13BW,56.461567832619100,-2.955235873528250
1348753,DD13BX,56.461291228769300,-2.956153931446990
1348754,DD13BY,56.459939550400100,-2.969410335388240
1348755,DD13BZ,56.460204468576900,-2.970001282522040
1348756,DD13DA,56.461050878696000,-2.966306640503220
1348757,DD13DB,56.459710686908900,-2.968804087189910
1348758,DD13DD,56.461182966427700,-2.966650785666220
1348759,DD13DE,56.460836945920300,-2.967242427972240
1348760,DD13DF,56.461117279775700,-2.957739908960170
1348761,DD13DG,56.461339346299300,-2.967336342250740
1348762,DD13DH,56.460150391092900,-2.960782593698140
1348763,DD13DJ,56.460524573273800,-2.966974841025210
1348764,DD13DL,56.460856681343300,-2.967015738252140
1348765,DD13DN,56.460235735425800,-2.967146004362200
1348766,DD13DP,56.460436768219000,-2.966712964751250
1348767,DD13DR,56.460718644068200,-2.966281973928730
1348768,DD13DU,56.461538828121000,-2.964793579024790
1348769,DD13DY,56.461903227137200,-2.966458118016890
1348770,DD13DZ,56.462004573712000,-2.967288343771530
1348771,DD13EH,56.460771656176100,-2.966396915864320
1348772,DD13EJ,56.461023812761000,-2.967474371463030
1348773,DD13EN,56.462326299604100,-2.966355266120510
1348774,DD13ET,56.462641307157300,-2.965129885348300
1348775,DD13EU,56.462351714693500,-2.965398424429940
1348776,DD13EW,56.462467101800800,-2.965579867779060
1348777,DD13EY,56.462267655805500,-2.963497549747470
1348778,DD13HB,56.462249519179500,-2.962361091949790
1348779,DD13HE,56.463375680255900,-2.963119888308380
1348780,DD13HW,56.461419625343600,-2.963946689676820
1348781,DD13JA,56.462308886493000,-2.960496308041770
1348782,DD13JB,56.459398971356100,-2.962678442931000
1348783,DD13JL,56.462640304530600,-2.961786744233970
1348784,DD13JN,56.463229394076600,-2.959967765449350
1348785,DD13JP,56.460797383526300,-2.963087071010630
1348786,DD13JS,56.464728005553200,-2.960200340679050
1348787,DD13JX,56.465746036236300,-2.951672815045110
1348788,DD13JZ,56.465453460924900,-2.951162368190050
1348789,DD13LA,56.466639647174300,-2.949958520930910
1348790,DD13LG,56.464386793880200,-2.953180605439440
1348791,DD13LH,56.466964782582100,-2.943847731208280
1348792,DD13LJ,56.462628395819800,-2.951675963434480
1348793,DD13LQ,56.465127027398900,-2.946853321410210
1348794,DD13LR,56.465677798912900,-2.942955606944280
1348795,DD13LU,56.466032076917100,-2.941260226735880
1348796,DD13LW,56.465739079606500,-2.939613746528610
1348799,DD13ND,56.464693435780100,-2.951857464460690
1348800,DD13NH,56.466639647174300,-2.949958520930910
1348803,DD13RA,56.459387944817600,-2.967562591125300
1348804,DD13RB,56.459387944817600,-2.967562591125300
1348805,DD13RD,56.459426784910900,-2.968342491911210
1348806,DD13RE,56.459387944817600,-2.967562591125300
1348807,DD13RF,56.459387944817600,-2.967562591125300
1348808,DD13RJ,56.459387944817600,-2.967562591125300
1348809,DD13RL,56.459387944817600,-2.967562591125300
1348810,DD13RN,56.459387944817600,-2.967562591125300
1348811,DD13RQ,56.459387944817600,-2.967562591125300
1348812,DD13RR,56.459387944817600,-2.967562591125300
1348813,DD13RS,56.459387944817600,-2.967562591125300
1348814,DD13RT,56.459387944817600,-2.967562591125300
1348815,DD13RZ,56.459387944817600,-2.967562591125300
1348822,DD14AA,56.459266714553100,-2.970431738126880
1348823,DD14AF,56.459664871369400,-2.970068662331150
1348824,DD14AG,56.459496712434900,-2.970891971565820
1348856,DD14AR,56.459169553576100,-2.970218305635970
1348857,DD14AU,56.459222706516900,-2.969164888480910
1348858,DD14AY,56.458887558092200,-2.969513348017120
1348859,DD14BB,56.458944731905500,-2.970245026807490
1348860,DD14BE,56.459041512257800,-2.970507129976520
1348861,DD14BG,56.458989871831800,-2.971365852930710
1348862,DD14BH,56.459271382949500,-2.970983585184020
1348863,DD14BJ,56.458489378703900,-2.971028535834910
1348864,DD14BN,56.458989871831800,-2.971365852930710
1348865,DD14BS,56.458849702867300,-2.970907915087810
1348866,DD14BT,56.459169950301600,-2.969017499379200
1348867,DD14BU,56.458288203960300,-2.971477754070110
1348868,DD14BW,56.459220755466500,-2.971712520404920
1348870,DD14BY,56.457530913357300,-2.969511232335670
1348871,DD14BZ,56.457410715388100,-2.969946285059130
1348874,DD14DE,56.458626804614700,-2.966082803698160
1348875,DD14DF,56.457606323725300,-2.966754635466230
1348876,DD14DG,56.459416553234100,-2.973096846659750
1348877,DD14DH,56.457983025106200,-2.974877579191210
1348878,DD14DP,56.457308230836900,-2.976142180558100
1348879,DD14DT,56.456950198403200,-2.975970732249350
1348880,DD14DU,56.456950198403200,-2.975970732249350
1348881,DD14DW,56.457499674374300,-2.975790107992910
1348882,DD14DY,56.457234146227000,-2.975280278916360
1348884,DD14EA,56.457643593389000,-2.974625483161010
1348885,DD14EB,56.457752659831500,-2.974466010413240
1348886,DD14ED,56.457989521527500,-2.974050181190700
1348887,DD14EH,56.458473877146500,-2.973007828836170
1348888,DD14EL,56.458666583199900,-2.972493491796850
1348889,DD14EN,56.459220755466500,-2.971712520404920
1348890,DD14ER,56.458770095230800,-2.971895735548570
1348891,DD14ET,56.459495189287300,-2.971086661371140
1348892,DD14EY,56.459849322608800,-2.970608874211330
1348893,DD14HA,56.459311965217400,-2.978400505377410
1348899,DD14HN,56.457208990275200,-2.978476239981300
1348902,DD14HR,56.458565657875000,-2.979614566286280
1348904,DD14HW,56.458697943683500,-2.978790391996740
1348541,DD14PA,56.457907403750500,-2.974210346118930
1348547,DD14RT,56.457530913357300,-2.969511232335670
1348582,DD15DY,56.461540338175400,-2.979512652708650
1348583,DD15EE,56.462173223061800,-2.979009634789790
1348584,DD15EF,56.462173223061800,-2.979009634789790
1348585,DD15EG,56.462178237325600,-2.979512848860960
1348587,DD15EJ,56.460568030347500,-2.979763492584050
1348588,DD15EL,56.460073831633600,-2.978631057606180
1348590,DD15EP,56.459325167368700,-2.977865342982230
1348591,DD15EQ,56.459311965217400,-2.978400505377410
1348592,DD15ER,56.459367934552000,-2.979278221597370
1348593,DD15ET,56.459571079431700,-2.979721591261600
1348595,DD15GP,56.459924962665400,-2.978140400670000
1348694,DD15RR,56.463981143963100,-2.977611755137560
1348695,DD15RS,56.464106390449300,-2.977679891461360
1348697,DD15RW,56.464144910755600,-2.978492350807970
1348713,DD19EJ,56.461629217757300,-2.954263718708530
1348329,DD19SE,56.459939550400100,-2.969410335388240
1348330,DD19SG,56.459939550400100,-2.969410335388240
1348331,DD19SH,56.459939550400100,-2.969410335388240
1348332,DD19SJ,56.459939550400100,-2.969410335388240
1348333,DD19SL,56.459939550400100,-2.969410335388240
1348335,DD19SS,56.459939550400100,-2.969410335388240
1348336,DD19ST,56.459939550400100,-2.969410335388240
1348337,DD19SU,56.459939550400100,-2.969410335388240
1348338,DD19SW,56.459939550400100,-2.969410335388240
1348339,DD19SX,56.459939550400100,-2.969410335388240
1348341,DD19SZ,56.459939550400100,-2.969410335388240
1348342,DD19TA,56.459939550400100,-2.969410335388240
1348343,DD19TB,56.459939550400100,-2.969410335388240
1348344,DD19TD,56.459939550400100,-2.969410335388240
1348345,DD19TE,56.459939550400100,-2.969410335388240
1348346,DD19TF,56.459939550400100,-2.969410335388240
1348347,DD19TG,56.459939550400100,-2.969410335388240
1348348,DD19TH,56.459939550400100,-2.969410335388240
1348349,DD19TJ,56.459939550400100,-2.969410335388240
1348350,DD19TL,56.459939550400100,-2.969410335388240
1348351,DD19TN,56.459939550400100,-2.969410335388240
1348352,DD19TP,56.459939550400100,-2.969410335388240
1348353,DD19TQ,56.459939550400100,-2.969410335388240
1348354,DD19TR,56.459939550400100,-2.969410335388240
1348355,DD19TS,56.459939550400100,-2.969410335388240
1348356,DD19TU,56.459939550400100,-2.969410335388240
1348357,DD19TW,56.459939550400100,-2.969410335388240
1348358,DD19TX,56.459939550400100,-2.969410335388240
1348359,DD19TY,56.459939550400100,-2.969410335388240
1345266,DD36HE,56.464335849428300,-2.978205131991420
1345282,DD36JA,56.465362522130400,-2.976754613440770
1345283,DD36JB,56.465881602713400,-2.977011394912480
1345284,DD36JD,56.466362451922200,-2.977559347142890
1345285,DD36JE,56.466753727480400,-2.978072548877460
1345286,DD36JF,56.465626126857100,-2.977507963297500
1345287,DD36JG,56.466753727480400,-2.978072548877460
1345288,DD36JH,56.467323886941100,-2.978687748183020
1345289,DD36JJ,56.466839099471700,-2.979778950588020
1345290,DD36JL,56.467507659813100,-2.979309248222310
1345291,DD36JN,56.468082039416200,-2.979388961940980
1345295,DD36JS,56.469707520639900,-2.979479516758920
1345307,DD36LG,56.465546396870000,-2.973935318862250
1345311,DD36LN,56.465546396870000,-2.973935318862250
1345312,DD36LP,56.465592777330200,-2.974894076238240
1345313,DD36LQ,56.465592777330200,-2.974894076238240
1345314,DD36LR,56.467814307026900,-2.974593937629920
1345315,DD36LS,56.468812197111900,-2.979083136895540
1345316,DD36LU,56.467550677928500,-2.976129111558820
1345317,DD36LW,56.467233551376600,-2.975325668480910
1345318,DD36LX,56.468315180417700,-2.978307477378200
1345319,DD36LY,56.467082056566600,-2.974023333097950
1345320,DD36LZ,56.467946116412900,-2.974970628216260
1345321,DD36NA,56.467424227821200,-2.975070865570180
1345322,DD36NB,56.468090986603300,-2.974828262329210
1345330,DD36ND,56.467721987120400,-2.976052353609390
1345331,DD36NE,56.467309595170300,-2.977080537598490
1345332,DD36NF,56.468377795589100,-2.974916769482690
1345333,DD36NG,56.467807857331600,-2.976557716579370
1345334,DD36NH,56.468010964362300,-2.975864997228860
1345335,DD36NJ,56.467761284007500,-2.976767522802440
1345336,DD36NL,56.467622839591800,-2.977234662520070
1345337,DD36NN,56.470159215321300,-2.979166511107340
1345338,DD36NP,56.467912712667600,-2.976933721648600
1345339,DD36NQ,56.467925951025900,-2.977534608595700
1345340,DD36NR,56.468295220352900,-2.976278069563400
1345341,DD36NS,56.468600930484100,-2.977389644323960
1345342,DD36NT,56.467003371690400,-2.976033912447000
1345343,DD36NU,56.469876248650700,-2.978591111505870
1345344,DD36NW,56.469796835209800,-2.979546744236830
1345345,DD36NX,56.469395943449300,-2.979114396429660
1345346,DD36NY,56.469129150605900,-2.978766666162820
1345347,DD36NZ,56.470250677258000,-2.977821610657300
1345348,DD36PA,56.469915505042100,-2.978170093570920
1345349,DD36PB,56.470057531187200,-2.977248527818180
1345350,DD36PD,56.469544240374700,-2.977397655193200
1345351,DD36PG,56.469042570352100,-2.976070013264270
1345352,DD36PH,56.469042570352100,-2.976070013264270
1345353,DD36PJ,56.469390035336800,-2.975299813125750
1345354,DD36PP,56.470111382794200,-2.976113676585700
1345355,DD36PQ,56.470330588301400,-2.976801047815240
1345356,DD36PR,56.470519518548700,-2.977909683597780
1345357,DD36PS,56.468811641037700,-2.974587031808700
1345361,DD36PY,56.470464754461600,-2.979158145793430
1345388,DD36RJ,56.471575533639500,-2.979576327463610
1345389,DD36RL,56.472296068621400,-2.979351395218290
1345390,DD36RP,56.471629534573800,-2.978425205215150
1345393,DD36RS,56.471548529057700,-2.977303075470240
1345394,DD36RT,56.470972231706600,-2.977466820587700
1345421,DD36TB,56.465133646262000,-2.978436636131540
1345422,DD36TE,56.472462492872600,-2.978755062649280
1345423,DD36TF,56.472462492872600,-2.978755062649280
1345424,DD36TG,56.473098855237300,-2.978950007196510
1345025,DD36TJ,56.472462492872600,-2.978755062649280
1345026,DD36TL,56.473098855237300,-2.978950007196510
1345029,DD36TQ,56.473098855237300,-2.978950007196510
1345032,DD36TT,56.465926323161000,-2.979317224350540
1345037,DD36UA,56.467545650198100,-2.975625826712410
1345038,DD36UB,56.467352046854900,-2.973965324272260
1345042,DD37AA,56.465382547583900,-2.970766292420560
1345043,DD37AB,56.465640634498200,-2.971081249422900
1345044,DD37AD,56.466290911250600,-2.971795753733930
1345045,DD37AE,56.467581116712100,-2.972250720892730
1345046,DD37AF,56.468450227640400,-2.973701284995200
1345047,DD37AG,56.468779659026400,-2.974083040219210
1345048,DD37AH,56.466736361286100,-2.972277818789590
1345049,DD37AJ,56.469578233112800,-2.970775996596550
1345050,DD37AL,56.469401247708800,-2.973871717926550
1345051,DD37AN,56.469277976613700,-2.974696371349370
1345052,DD37AP,56.469956072407900,-2.975298097272230
1345053,DD37AQ,56.470447569780800,-2.975635343331940
1345054,DD37AR,56.469844581527700,-2.975765960672510
1345055,DD37AS,56.469622692715500,-2.975419401580060
1345056,DD37AT,56.469592924877200,-2.970045945296630
1345057,DD37AU,56.468980655679600,-2.974802371622440
1345058,DD37AW,56.468678740276100,-2.973203964660570
1345059,DD37AX,56.465551788094000,-2.972101469544280
1345060,DD37AY,56.465551788094000,-2.972101469544280
1345061,DD37AZ,56.465536448585800,-2.972912575974070
1345062,DD37BA,56.465536448585800,-2.972912575974070
1345063,DD37BB,56.465921051179600,-2.973133405203740
1345064,DD37BD,56.466216844236800,-2.973222124200440
1345065,DD37BE,56.470893904547400,-2.965663959192460
1345066,DD37BF,56.471069273583900,-2.967372805762050
1345067,DD37BG,56.466813264246100,-2.972782930555400
1345068,DD37BH,56.474327415272100,-2.971238149623460
1345069,DD37BJ,56.467438364354900,-2.973269610995030
1345070,DD37BL,56.468071044674800,-2.973935043230360
1345071,DD37BN,56.467549878738000,-2.963582664721380
1345072,DD37BQ,56.465982485204800,-2.971025056325140
1345073,DD37BR,56.467915398529500,-2.963949006445030
1345074,DD37BS,56.468936025525900,-2.964413122640700
1345075,DD37BW,56.469636551672700,-2.964447118572900
1345076,DD37BY,56.468967259298000,-2.963862046474060
1345077,DD37BZ,56.470538653361000,-2.966287990098360
1345078,DD37DA,56.470208577225500,-2.967139896833040
1345079,DD37DB,56.470279174401000,-2.967304012005470
1345080,DD37DD,56.471115439594700,-2.969516649267380
1345081,DD37DE,56.470104961101600,-2.967754074344530
1345082,DD37DF,56.470089776292500,-2.968549051224380
1345083,DD37DH,56.469970088144100,-2.968919335691740
1345084,DD37DQ,56.469850688645800,-2.972698304685910
1345085,DD37DZ,56.468303036998700,-2.971847165604020
1345086,DD37EA,56.468303036998700,-2.971847165604020
1345087,DD37ED,56.468680470304000,-2.970688155959640
1345088,DD37EP,56.469840402347700,-2.969419217436360
1345089,DD37EU,56.471301388728400,-2.971014772986000
1345090,DD37EW,56.470122369508600,-2.971276844021190
1345091,DD37EY,56.471036862028400,-2.973816209347150
1345092,DD37EZ,56.471173069797600,-2.974777407524770
1345093,DD37HB,56.470188031595400,-2.974362592338160
1345094,DD37HD,56.470721576501400,-2.973921761168060
1345095,DD37HE,56.470867973042600,-2.973584633165570
1345096,DD37HF,56.470625235102900,-2.972458401162120
1345097,DD37HG,56.470412828092900,-2.972047168507010
1345098,DD37HJ,56.471024242002700,-2.973134129060070
1345099,DD37HN,56.472085422262100,-2.970710137558390
1345100,DD37HP,56.471241989238600,-2.972863750190310
1345101,DD37HS,56.470843743459000,-2.972090647314920
1345102,DD37HT,56.472420670624400,-2.971497874745280
1345103,DD37HU,56.473419107716900,-2.972497383038260
1345104,DD37HW,56.473190514727000,-2.971858440724680
1345105,DD37HX,56.472480153390700,-2.970785145486420
1345106,DD37HY,56.472409455964100,-2.969484708875680
1345107,DD37HZ,56.472031054095400,-2.968468632317330
1345108,DD37JA,56.472011193234200,-2.967559093996460
1345109,DD37JB,56.471709069344800,-2.967129359548890
1345110,DD37JD,56.471579005574700,-2.966525447926990
1345111,DD37JF,56.471949570980500,-2.966242677807750
1345112,DD37JG,56.472195147167000,-2.967011859238490
